Unnamed: 0,Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
218,REG100219,09-10-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Honda,CNG,BS6,125,2,1
219,REG100220,15-02-2021,2021,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS6,225,7,3
220,REG100221,22-07-2024,2024,Karnataka,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,Diesel,BS6,6700,2,0
221,REG100222,26-05-2022,2022,Karnataka,Kozhikode (KL-11),LCV,Mini Truck,Ashok Leyland,CNG,BS6,0,15,2
222,REG100223,19-06-2021,2021,Karnataka,Khammam (TS-07),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,225,7,3
223,REG100224,09-04-2022,2022,Karnataka,Durgapur (WB-40),4W,Hatchback,Toyota,Petrol,BS6,1197,8,2
224,REG100225,14-06-2024,2024,Karnataka,Allahabad (UP-70),2W,Scooter,Honda,Petrol,BS6,150,2,0
225,REG100226,21-10-2021,2021,Karnataka,Nagpur (MH-31),2W,Scooter,Royal Enfield,Petrol,BS6,100,2,3
226,REG100227,18-12-2021,2021,Karnataka,Vadodara (GJ-06),4W,Hatchback,Hyundai,Diesel,BS6,0,7,3
227,REG100228,01-09-2020,2020,Karnataka,Thiruvananthapuram (KL-01),4W,SUV,Toyota,CNG,BS6,1197,8,4
228,REG100229,22-04-2023,2023,Karnataka,Kollam (KL-02),2W,Moped,Ather,EV,BS6,0,2,1
229,REG100230,09-02-2022,2022,Karnataka,Ujjain (MP-13),LCV,Mini Truck,Eicher,Diesel,BS6,2523,9,2
230,REG100231,15-08-2021,2021,Karnataka,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,110,2,3
231,REG100232,21-08-2022,2022,Karnataka,Indore (MP-09),4W,MUV,Hyundai,Diesel,BS6,1197,8,2
232,REG100233,02-01-2018,2018,Karnataka,Asansol (WB-39),2W,Scooter,Royal Enfield,CNG,BS4,150,2,6
233,REG100234,29-08-2024,2024,Karnataka,Chandigarh (CH-01),2W,Scooter,Honda,EV,BS6,0,2,0
234,REG100235,17-08-2024,2024,Karnataka,Rajkot (GJ-03),2W,Motorcycle,Suzuki,Petrol,BS6,250,2,0
235,REG100236,20-07-2020,2020,Karnataka,Lucknow (UP-32),4W,Sedan,Toyota,Petrol,BS6,0,6,4
236,REG100237,06-08-2023,2023,Karnataka,Kochi (KL-07),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,0,9,1
237,REG100238,05-12-2023,2023,Karnataka,Delhi North (DL-04),2W,Scooter,Bajaj,CNG,BS6,250,2,1
238,REG100239,11-12-2018,2018,Karnataka,Chandigarh (CH-01),2W,Motorcycle,Honda,EV,BS4,0,2,6
239,REG100240,29-01-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Ather,Petrol,BS4,0,2,1
240,REG100241,11-12-2022,2022,Karnataka,Nizamabad (TS-05),2W,Moped,Ola Electric,Petrol,BS4,0,2,2
241,REG100242,01-02-2021,2021,Karnataka,Delhi West (DL-08),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,3
242,REG100243,13-06-2023,2023,Karnataka,Jabalpur (MP-20),4W,Hatchback,Toyota,EV,BS6,0,8,1
243,REG100244,28-12-2024,2024,Karnataka,Madurai (TN-58),2W,Moped,KTM,Petrol,BS6,125,2,0
244,REG100245,11-05-2019,2019,Karnataka,Kolkata (WB-01),4W,MUV,Renault,Diesel,BS4,1462,7,5
245,REG100246,27-01-2023,2023,Karnataka,Bhopal (MP-04),HCV,Trailer,Tata Motors,Diesel,BS6,5660,45,1
246,REG100247,14-10-2022,2022,Karnataka,Ujjain (MP-13),4W,Hatchback,Mahindra,Hybrid,BS6,1462,8,2
247,REG100248,02-09-2024,2024,Karnataka,Delhi West (DL-08),2W,Motorcycle,Bajaj,Petrol,BS6,150,2,0
248,REG100249,14-07-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,Mahindra,CNG,BS6,2179,7,3
249,REG100250,29-08-2023,2023,Karnataka,Vadodara (GJ-06),2W,Scooter,KTM,Petrol,BS6,200,2,1
250,REG100251,14-05-2023,2023,Karnataka,Delhi West (DL-08),2W,Motorcycle,Ola Electric,Petrol,BS6,0,2,1
251,REG100252,19-10-2021,2021,Karnataka,Patiala (PB-11),4W,SUV,Tata Motors,Petrol,BS6,1462,8,3
252,REG100253,27-03-2020,2020,Karnataka,Nizamabad (TS-05),2W,Scooter,KTM,EV,BS6,0,2,4
253,REG100254,09-12-2022,2022,Karnataka,Kollam (KL-02),3W,Tempo,Kinetic Green,CNG,BS6,200,3,2
254,REG100255,15-09-2020,2020,Karnataka,Kanpur (UP-78),LCV,Mini Truck,Tata Motors,EV,BS6,0,12,4
255,REG100256,30-07-2018,2018,Karnataka,Aurangabad (MH-20),4W,MUV,MG,Petrol,BS4,800,5,6
256,REG100257,09-08-2023,2023,Karnataka,Nizamabad (TS-05),4W,SUV,Maruti Suzuki,Diesel,BS6,1197,5,1
257,REG100258,16-05-2020,2020,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ola Electric,EV,BS6,0,2,4
258,REG100259,02-06-2024,2024,Karnataka,Hubli (KA-25),HCV,Tanker,Eicher,Diesel,BS6,3760,1,0
259,REG100260,29-03-2023,2023,Karnataka,Mangalore (KA-19),2W,Moped,KTM,Petrol,BS6,110,2,1
260,REG100261,27-04-2024,2024,Karnataka,Siliguri (WB-73),4W,SUV,Skoda,Petrol,BS6,1462,8,0
261,REG100262,11-06-2023,2023,Karnataka,Ahmedabad (GJ-01),HCV,Trailer,Eicher,Diesel,BS6,3760,2,1
262,REG100263,17-10-2020,2020,Karnataka,Ludhiana (PB-10),4W,MUV,Hyundai,Petrol,BS6,1968,7,4
263,REG100264,20-02-2024,2024,Karnataka,Kanpur (UP-78),4W,Hatchback,Renault,Hybrid,BS6,1968,6,0
264,REG100265,09-09-2023,2023,Karnataka,Hubli (KA-25),4W,MUV,Toyota,Petrol,BS6,1462,7,1
265,REG100266,13-11-2021,2021,Karnataka,Karimnagar (TS-01),2W,Moped,Ola Electric,EV,BS4,0,2,3
266,REG100267,19-07-2023,2023,Karnataka,Delhi Central (DL-01),2W,Motorcycle,Suzuki,CNG,BS6,200,2,1
267,REG100268,09-03-2023,2023,Karnataka,Jaipur (RJ-14),2W,Scooter,KTM,Petrol,BS6,110,2,1
268,REG100269,01-07-2019,2019,Karnataka,Salem (TN-30),2W,Moped,Ather,Petrol,BS4,0,2,5
269,REG100270,13-02-2021,2021,Karnataka,Belgaum (KA-22),4W,SUV,Honda,Petrol,BS6,0,6,3
270,REG100271,10-09-2021,2021,Karnataka,Patiala (PB-11),2W,Scooter,TVS,Petrol,BS6,125,2,3
271,REG100272,09-05-2023,2023,Karnataka,Mysore (KA-09),2W,Scooter,Royal Enfield,EV,BS6,0,2,1
272,REG100273,22-07-2019,2019,Karnataka,Thrissur (KL-08),4W,Sedan,MG,Petrol,BS4,1598,8,5
273,REG100274,22-12-2021,2021,Karnataka,Udaipur (RJ-27),2W,Moped,Ola Electric,Petrol,BS6,0,2,3
274,REG100275,09-09-2023,2023,Karnataka,Durgapur (WB-40),2W,Scooter,Yamaha,Petrol,BS6,0,2,1
275,REG100276,30-10-2024,2024,Karnataka,Delhi West (DL-08),2W,Scooter,Yamaha,Petrol,BS6,400,2,0
276,REG100277,20-12-2020,2020,Karnataka,Trichy (TN-45),2W,Moped,KTM,CNG,BS6,110,2,4
277,REG100278,05-08-2023,2023,Karnataka,Varanasi (UP-65),2W,Scooter,Bajaj,Petrol,BS6,250,2,1
278,REG100279,03-08-2022,2022,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,0,1,2
279,REG100280,30-06-2020,2020,Karnataka,Ajmer (RJ-01),4W,Hatchback,Hyundai,Hybrid,BS4,1197,5,4
280,REG100281,24-04-2018,2018,Karnataka,Jalandhar (PB-08),HCV,Trailer,BharatBenz,Diesel,BS4,0,52,6
281,REG100282,14-12-2021,2021,Karnataka,Khammam (TS-07),4W,Sedan,MG,Diesel,BS4,0,6,3
282,REG100283,14-03-2019,2019,Karnataka,Jaipur (RJ-14),3W,E-Rickshaw,Mahindra,CNG,BS6,250,6,5
283,REG100284,23-12-2019,2019,Karnataka,Udaipur (RJ-27),4W,MUV,Toyota,Diesel,BS6,2179,7,5
284,REG100285,25-02-2024,2024,Karnataka,Hubli (KA-25),2W,Moped,Honda,Petrol,BS6,125,2,0
285,REG100286,29-04-2022,2022,Karnataka,Kochi (KL-07),3W,Tempo,Piaggio,CNG,BS6,0,7,2
286,REG100287,19-08-2023,2023,Karnataka,Coimbatore (TN-37),4W,MUV,Honda,Petrol,BS6,1968,8,1
287,REG100288,06-04-2019,2019,Karnataka,Pune (MH-12),2W,Moped,Honda,EV,BS4,0,2,5
288,REG100289,10-06-2022,2022,Karnataka,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,0,7,2
289,REG100290,27-12-2020,2020,Karnataka,Allahabad (UP-70),2W,Scooter,KTM,EV,BS4,0,2,4
290,REG100291,03-04-2020,2020,Karnataka,Patiala (PB-11),2W,Motorcycle,Yamaha,Petrol,BS6,200,2,4
291,REG100292,06-04-2022,2022,Karnataka,Kochi (KL-07),3W,E-Rickshaw,Atul Auto,CNG,BS6,0,7,2
292,REG100293,13-11-2020,2020,Karnataka,Warangal (TS-03),4W,MUV,Kia,Petrol,BS6,800,7,4
293,REG100294,17-12-2023,2023,Karnataka,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0,2,1
294,REG100295,30-05-2023,2023,Karnataka,Varanasi (UP-65),3W,Auto Rickshaw,Atul Auto,CNG,BS6,200,6,1
295,REG100296,09-10-2023,2023,Karnataka,Delhi South (DL-09),2W,Scooter,Ola Electric,Hybrid,BS6,0,2,1
296,REG100297,14-08-2023,2023,Karnataka,Belgaum (KA-22),2W,Moped,Yamaha,EV,BS6,0,2,1
297,REG100298,18-08-2024,2024,Karnataka,Delhi North (DL-04),2W,Moped,Bajaj,Petrol,BS6,160,2,0
298,REG100299,19-12-2023,2023,Karnataka,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,200,2,1
299,REG100300,31-01-2023,2023,Karnataka,Kollam (KL-02),4W,Sedan,Skoda,Petrol,BS6,1598,7,1
300,REG100301,14-12-2022,2022,Karnataka,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,110,2,2
301,REG100302,08-05-2023,2023,Karnataka,Salem (TN-30),HCV,Trailer,MAN,Diesel,BS6,4998,32,1
302,REG100303,20-08-2023,2023,Karnataka,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,200,7,1
303,REG100304,17-06-2022,2022,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,200,7,2
304,REG100305,19-04-2021,2021,Karnataka,Mangalore (KA-19),4W,SUV,Hyundai,Diesel,BS6,2179,7,3
305,REG100306,15-12-2024,2024,Karnataka,Kota (RJ-20),2W,Moped,TVS,EV,BS6,0,2,0
306,REG100307,13-08-2024,2024,Karnataka,Mumbai Central (MH-01),4W,MUV,Maruti Suzuki,Petrol,BS6,2179,5,0
307,REG100308,17-02-2024,2024,Karnataka,Kanpur (UP-78),OTH,Tractor,John Deere,Diesel,BS6,5660,32,0
308,REG100309,25-12-2023,2023,Karnataka,Hubli (KA-25),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462,8,1
309,REG100310,26-04-2019,2019,Karnataka,Bhopal (MP-04),4W,Hatchback,Mahindra,Diesel,BS4,0,8,5
310,REG100311,28-04-2019,2019,Karnataka,Mumbai Central (MH-01),4W,Hatchback,Honda,EV,BS4,0,5,5
311,REG100312,10-03-2021,2021,Karnataka,Thiruvananthapuram (KL-01),2W,Scooter,Royal Enfield,Petrol,BS4,125,2,3
312,REG100313,19-03-2023,2023,Karnataka,Belgaum (KA-22),4W,Sedan,MG,Diesel,BS6,1968,8,1
313,REG100314,08-08-2023,2023,Karnataka,Delhi Central (DL-01),LCV,Mini Truck,Tata Motors,CNG,BS6,3298,9,1
314,REG100315,26-05-2022,2022,Karnataka,Delhi West (DL-08),4W,Sedan,Renault,CNG,BS6,800,7,2
315,REG100316,11-09-2023,2023,Karnataka,Delhi South (DL-09),4W,Sedan,Honda,Petrol,BS6,1968,5,1
316,REG100317,08-03-2024,2024,Karnataka,Delhi North (DL-04),4W,Hatchback,Renault,Petrol,BS6,1968,8,0
317,REG100318,15-05-2022,2022,Karnataka,Ajmer (RJ-01),4W,MUV,Hyundai,Petrol,BS6,1462,5,2
318,REG100319,26-12-2023,2023,Karnataka,Nashik (MH-15),3W,Tempo,Kinetic Green,Diesel,BS6,0,3,1
319,REG100320,15-04-2021,2021,Karnataka,Ujjain (MP-13),4W,Sedan,Kia,Petrol,BS6,1197,7,3
320,REG100321,30-01-2022,2022,Karnataka,Allahabad (UP-70),4W,Hatchback,Kia,EV,BS6,0,5,2
321,REG100322,31-03-2023,2023,Karnataka,Lucknow (UP-32),3W,Tempo,Bajaj,CNG,BS6,200,3,1
322,REG100323,13-05-2022,2022,Karnataka,Kochi (KL-07),4W,Sedan,MG,Diesel,BS6,1197,7,2
323,REG100324,26-09-2023,2023,Karnataka,Madurai (TN-58),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1000,7,1
324,REG100325,18-10-2021,2021,Karnataka,Kollam (KL-02),4W,MUV,MG,Diesel,BS6,1197,7,3
325,REG100326,07-01-2022,2022,Karnataka,Madurai (TN-58),4W,Hatchback,Mahindra,Hybrid,BS6,1462,5,2
326,REG100327,02-12-2022,2022,Karnataka,Durgapur (WB-40),2W,Motorcycle,TVS,Petrol,BS6,250,2,2
327,REG100328,10-07-2023,2023,Karnataka,Delhi West (DL-08),2W,Moped,Yamaha,Petrol,BS6,110,2,1
328,REG100329,25-05-2019,2019,Karnataka,Hyderabad (TS-09),2W,Moped,Hero,Petrol,BS4,160,2,5
329,REG100330,15-11-2021,2021,Karnataka,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1462,8,3
330,REG100331,04-01-2023,2023,Karnataka,Ajmer (RJ-01),OTH,Tractor,Escorts,Petrol,BS6,6700,1,1
331,REG100332,12-07-2018,2018,Karnataka,Delhi South (DL-09),2W,Moped,Hero,Petrol,BS4,160,2,6
332,REG100333,30-12-2024,2024,Karnataka,Mysore (KA-09),3W,Auto Rickshaw,Mahindra,Diesel,BS6,250,3,0
333,REG100334,13-02-2024,2024,Karnataka,Pune (MH-12),LCV,Light Bus,Force Motors,CNG,BS6,2523,15,0
334,REG100335,02-05-2023,2023,Karnataka,Salem (TN-30),2W,Moped,Hero,EV,BS6,0,2,1
335,REG100336,20-05-2021,2021,Karnataka,Vadodara (GJ-06),HCV,Tanker,MAN,CNG,BS6,4998,1,3
336,REG100337,09-06-2020,2020,Karnataka,Delhi East (DL-02),4W,Hatchback,Tata Motors,Petrol,BS6,1968,5,4
337,REG100338,16-02-2022,2022,Karnataka,Nizamabad (TS-05),HCV,Bus,BharatBenz,Diesel,BS6,4998,32,2
338,REG100339,22-07-2023,2023,Karnataka,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,400,2,1
339,REG100340,08-10-2024,2024,Karnataka,Nagpur (MH-31),2W,Motorcycle,Hero,Petrol,BS6,150,2,0
340,REG100341,24-04-2019,2019,Karnataka,Mangalore (KA-19),2W,Motorcycle,Honda,Petrol,BS6,125,2,5
341,REG100342,12-01-2022,2022,Karnataka,Delhi North (DL-04),2W,Moped,Honda,EV,BS6,0,2,2
342,REG100343,26-01-2018,2018,Karnataka,Delhi North (DL-04),4W,Hatchback,Toyota,Petrol,BS4,1197,8,6
343,REG100344,05-04-2020,2020,Karnataka,Thrissur (KL-08),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,250,6,4
344,REG100345,30-07-2023,2023,Karnataka,Howrah (WB-13),2W,Moped,Ola Electric,Petrol,BS6,0,2,1
345,REG100346,07-05-2020,2020,Karnataka,Kolkata (WB-01),2W,Scooter,TVS,Petrol,BS6,400,2,4
346,REG100347,17-10-2023,2023,Karnataka,Nashik (MH-15),4W,SUV,MG,Diesel,BS6,0,7,1
347,REG100348,24-05-2018,2018,Karnataka,Agra (UP-80),2W,Scooter,Ola Electric,Petrol,BS3,0,2,6
348,REG100349,04-05-2019,2019,Karnataka,Asansol (WB-39),2W,Moped,Bajaj,Petrol,BS4,160,2,5
349,REG100350,01-04-2021,2021,Karnataka,Hyderabad (TS-09),4W,Sedan,Skoda,Diesel,BS6,1462,7,3
350,REG100351,16-10-2021,2021,Karnataka,Kozhikode (KL-11),HCV,Truck,MAN,CNG,BS6,4998,52,3
351,REG100352,05-11-2019,2019,Karnataka,Delhi North (DL-04),4W,Sedan,MG,Petrol,BS4,1462,5,5
352,REG100353,15-06-2021,2021,Karnataka,Karimnagar (TS-01),2W,Moped,Bajaj,Petrol,BS6,100,2,3
353,REG100354,10-07-2024,2024,Karnataka,Pune (MH-12),4W,Sedan,Hyundai,Diesel,BS6,1968,5,0
354,REG100355,11-06-2024,2024,Karnataka,Kota (RJ-20),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
355,REG100356,13-07-2022,2022,Karnataka,Kollam (KL-02),4W,SUV,Mahindra,EV,BS6,0,7,2
356,REG100357,09-11-2020,2020,Karnataka,Coimbatore (TN-37),4W,MUV,Skoda,Petrol,BS6,1462,5,4
357,REG100358,21-11-2024,2024,Karnataka,Howrah (WB-13),2W,Motorcycle,Bajaj,Petrol,BS6,110,2,0
358,REG100359,12-05-2023,2023,Karnataka,Kozhikode (KL-11),2W,Scooter,Bajaj,Petrol,BS6,110,2,1
359,REG100360,12-07-2024,2024,Karnataka,Thiruvananthapuram (KL-01),2W,Scooter,Suzuki,Petrol,BS6,200,2,0
360,REG100361,25-03-2023,2023,Karnataka,Karimnagar (TS-01),2W,Scooter,Ola Electric,EV,BS6,0,2,1
361,REG100362,12-07-2019,2019,Karnataka,Bangalore Central (KA-01),2W,Scooter,Royal Enfield,Petrol,BS4,125,2,5
362,REG100363,26-12-2024,2024,Karnataka,Thiruvananthapuram (KL-01),4W,Hatchback,Toyota,CNG,BS6,800,8,0
363,REG100364,08-04-2019,2019,Karnataka,Indore (MP-09),4W,MUV,Tata Motors,Petrol,BS4,1968,7,5
364,REG100365,20-03-2022,2022,Karnataka,Gwalior (MP-07),2W,Motorcycle,Hero,Petrol,BS6,100,2,2
365,REG100366,15-04-2020,2020,Karnataka,Jaipur (RJ-14),2W,Scooter,Ola Electric,EV,BS6,0,2,4
366,REG100367,08-09-2023,2023,Karnataka,Gwalior (MP-07),OTH,Crane,Mahindra,Diesel,BS6,5660,1,1
367,REG100368,14-05-2020,2020,Karnataka,Ujjain (MP-13),2W,Scooter,Suzuki,Petrol,BS6,350,2,4
368,REG100369,07-12-2020,2020,Karnataka,Durgapur (WB-40),2W,Scooter,Ola Electric,Petrol,BS4,0,2,4
369,REG100370,25-09-2022,2022,Karnataka,Hubli (KA-25),4W,MUV,Skoda,Petrol,BS6,1968,8,2
370,REG100371,22-09-2018,2018,Karnataka,Ludhiana (PB-10),3W,Auto Rickshaw,Mahindra,Petrol,BS4,225,3,6
371,REG100372,10-02-2019,2019,Karnataka,Howrah (WB-13),HCV,Bus,Ashok Leyland,Diesel,BS4,6700,2,5
372,REG100373,14-02-2024,2024,Karnataka,Indore (MP-09),LCV,Pickup Van,Ashok Leyland,EV,BS6,0,15,0
373,REG100374,24-12-2024,2024,Karnataka,Allahabad (UP-70),2W,Scooter,Ather,EV,BS6,0,2,0
374,REG100375,25-10-2020,2020,Karnataka,Patiala (PB-11),4W,Hatchback,Honda,Petrol,BS6,1000,5,4
375,REG100376,20-10-2021,2021,Karnataka,Chandigarh (CH-01),4W,SUV,Honda,Petrol,BS6,2179,5,3
376,REG100377,22-07-2023,2023,Karnataka,Madurai (TN-58),2W,Moped,Ola Electric,CNG,BS6,0,2,1
377,REG100378,09-06-2018,2018,Karnataka,Kochi (KL-07),2W,Scooter,Royal Enfield,Petrol,BS4,160,2,6
378,REG100379,13-06-2024,2024,Karnataka,Kolkata (WB-01),OTH,Tractor,TAFE,Diesel,BS6,5660,45,0
379,REG100380,11-07-2022,2022,Karnataka,Chandigarh (CH-01),2W,Motorcycle,Suzuki,CNG,BS6,100,2,2
380,REG100381,19-10-2019,2019,Karnataka,Warangal (TS-03),2W,Moped,Ather,Petrol,BS4,0,2,5
381,REG100382,04-07-2018,2018,Karnataka,Coimbatore (TN-37),LCV,Mini Truck,Tata Motors,Diesel,BS4,2956,12,6
382,REG100383,08-09-2018,2018,Karnataka,Udaipur (RJ-27),3W,Tempo,Bajaj,EV,BS4,0,3,6
383,REG100384,16-02-2023,2023,Karnataka,Asansol (WB-39),4W,SUV,Tata Motors,Petrol,BS6,1498,5,1
384,REG100385,16-04-2023,2023,Karnataka,Lucknow (UP-32),2W,Moped,Bajaj,Petrol,BS6,160,2,1
385,REG100386,29-03-2024,2024,Karnataka,Jabalpur (MP-20),3W,Tempo,Bajaj,Diesel,BS6,200,3,0
386,REG100387,23-08-2024,2024,Karnataka,Gandhinagar (GJ-18),4W,SUV,Kia,Diesel,BS6,1498,6,0
387,REG100388,11-07-2018,2018,Karnataka,Durgapur (WB-40),4W,MUV,Skoda,Petrol,BS4,0,7,6
388,REG100389,14-05-2021,2021,Karnataka,Ahmedabad (GJ-01),3W,E-Rickshaw,TVS,EV,BS6,0,3,3
389,REG100390,13-03-2023,2023,Karnataka,Trichy (TN-45),4W,Hatchback,Skoda,Diesel,BS6,800,8,1
390,REG100391,20-10-2018,2018,Karnataka,Vadodara (GJ-06),LCV,Pickup Van,Force Motors,EV,BS4,0,12,6
391,REG100392,03-12-2021,2021,Karnataka,Kochi (KL-07),4W,MUV,Toyota,Diesel,BS6,0,6,3
392,REG100393,04-04-2023,2023,Karnataka,Ahmedabad (GJ-01),3W,Tempo,TVS,Petrol,BS6,250,7,1
393,REG100394,10-07-2023,2023,Karnataka,Mysore (KA-09),2W,Moped,Royal Enfield,Petrol,BS6,160,2,1
394,REG100395,24-10-2024,2024,Karnataka,Amritsar (PB-02),3W,Auto Rickshaw,Mahindra,CNG,BS6,200,6,0
395,REG100396,19-03-2021,2021,Karnataka,Delhi South (DL-09),2W,Moped,Suzuki,EV,BS6,0,2,3
396,REG100397,03-04-2021,2021,Karnataka,Delhi West (DL-08),2W,Moped,KTM,Petrol,BS6,110,2,3
397,REG100398,21-05-2018,2018,Karnataka,Durgapur (WB-40),4W,Sedan,Toyota,EV,BS4,0,6,6
398,REG100399,26-07-2022,2022,Karnataka,Ludhiana (PB-10),3W,Auto Rickshaw,Piaggio,EV,BS6,0,6,2
399,REG100400,28-09-2024,2024,Karnataka,Lucknow (UP-32),2W,Motorcycle,Yamaha,Petrol,BS6,150,2,0
400,REG100401,07-03-2024,2024,Karnataka,Mumbai Central (MH-01),4W,Sedan,Mahindra,EV,BS6,0,8,0
401,REG100402,23-09-2024,2024,Karnataka,Khammam (TS-07),2W,Motorcycle,Hero,Petrol,BS6,0,2,0
402,REG100403,02-07-2024,2024,Karnataka,Nizamabad (TS-05),2W,Moped,TVS,Petrol,BS6,150,2,0
403,REG100404,16-09-2023,2023,Karnataka,Salem (TN-30),2W,Motorcycle,TVS,Petrol,BS6,125,2,1
404,REG100405,15-11-2020,2020,Karnataka,Hubli (KA-25),4W,Hatchback,Honda,EV,BS6,0,5,4
405,REG100406,14-07-2019,2019,Karnataka,Bhopal (MP-04),4W,Hatchback,Maruti Suzuki,EV,BS4,0,7,5
406,REG100407,06-12-2022,2022,Karnataka,Howrah (WB-13),2W,Moped,Hero,Petrol,BS6,400,2,2
407,REG100408,02-03-2022,2022,Karnataka,Gandhinagar (GJ-18),4W,Sedan,Honda,Petrol,BS6,1498,5,2
408,REG100409,26-12-2024,2024,Karnataka,Mangalore (KA-19),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,0
409,REG100410,30-04-2024,2024,Karnataka,Surat (GJ-05),2W,Scooter,Bajaj,CNG,BS6,100,2,0
410,REG100411,18-09-2024,2024,Karnataka,Mumbai Central (MH-01),LCV,Light Bus,Force Motors,Diesel,BS6,2523,15,0
411,REG100412,15-05-2024,2024,Karnataka,Thiruvananthapuram (KL-01),LCV,Light Bus,Mahindra,Diesel,BS6,0,9,0
412,REG100413,01-03-2021,2021,Karnataka,Mysore (KA-09),LCV,Pickup Van,Ashok Leyland,CNG,BS6,2523,9,3
413,REG100414,17-05-2024,2024,Karnataka,Pune (MH-12),4W,Sedan,Toyota,Diesel,BS6,1000,7,0
414,REG100415,02-09-2023,2023,Karnataka,Jodhpur (RJ-19),2W,Scooter,KTM,Petrol,BS6,250,2,1
415,REG100416,05-09-2019,2019,Karnataka,Indore (MP-09),2W,Moped,Hero,Petrol,BS4,0,2,5
416,REG100417,08-03-2018,2018,Karnataka,Jabalpur (MP-20),2W,Scooter,Yamaha,EV,BS4,0,2,6
417,REG100418,07-01-2021,2021,Karnataka,Kolkata (WB-01),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956,15,3
418,REG100419,08-05-2022,2022,Karnataka,Ajmer (RJ-01),3W,Tempo,Atul Auto,CNG,BS6,0,6,2
419,REG100420,16-09-2018,2018,Karnataka,Jabalpur (MP-20),2W,Moped,Ola Electric,Petrol,BS4,0,2,6
420,REG100421,26-01-2021,2021,Karnataka,Howrah (WB-13),2W,Scooter,Yamaha,Petrol,BS6,400,2,3
421,REG100422,18-08-2022,2022,Karnataka,Delhi South (DL-09),4W,MUV,Mahindra,Petrol,BS6,1000,8,2
422,REG100423,13-10-2021,2021,Karnataka,Durgapur (WB-40),2W,Scooter,Hero,Petrol,BS6,400,2,3
423,REG100424,21-08-2020,2020,Karnataka,Mumbai Central (MH-01),4W,SUV,Renault,CNG,BS4,1598,7,4
424,REG100425,03-12-2022,2022,Karnataka,Pune (MH-12),LCV,Pickup Van,Eicher,EV,BS6,0,15,2
425,REG100426,30-05-2021,2021,Karnataka,Kolkata (WB-01),2W,Moped,Bajaj,Petrol,BS6,400,2,3
426,REG100427,28-07-2020,2020,Karnataka,Nizamabad (TS-05),4W,Hatchback,Tata Motors,Diesel,BS4,1000,7,4
427,REG100428,23-06-2023,2023,Karnataka,Ludhiana (PB-10),2W,Scooter,Bajaj,EV,BS6,0,2,1
428,REG100429,10-03-2023,2023,Karnataka,Lucknow (UP-32),HCV,Truck,BharatBenz,Diesel,BS6,6700,1,1
429,REG100430,31-03-2024,2024,Karnataka,Hyderabad (TS-09),4W,MUV,Skoda,Diesel,BS6,1197,6,0
430,REG100431,21-12-2021,2021,Karnataka,Mangalore (KA-19),4W,SUV,Renault,Diesel,BS6,1462,7,3
431,REG100432,20-09-2021,2021,Karnataka,Agra (UP-80),OTH,Crane,TAFE,Diesel,BS6,5660,52,3
432,REG100433,26-06-2023,2023,Karnataka,Ajmer (RJ-01),4W,Sedan,Mahindra,CNG,BS6,1197,6,1
433,REG100434,26-10-2021,2021,Karnataka,Khammam (TS-07),4W,SUV,Hyundai,Hybrid,BS6,1968,7,3
434,REG100435,13-04-2018,2018,Karnataka,Lucknow (UP-32),3W,Auto Rickshaw,Mahindra,CNG,BS4,250,3,6
435,REG100436,03-07-2023,2023,Karnataka,Vadodara (GJ-06),2W,Motorcycle,Royal Enfield,Petrol,BS6,350,2,1
436,REG100437,19-07-2023,2023,Karnataka,Belgaum (KA-22),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,1
